id,name,est_diameter_min,est_diameter_max,relative_velocity,miss_distance,orbiting_body,sentry_object,absolute_magnitude,hazardous
2490581.0,490581 (2009 WZ104),0.2707415909,0.6053966017,37541.2951693354,46318085.63311317,Earth,False,19.96,True
3515065.0,(2010 GS7),0.1332155667,0.2978790628,41700.215156198,10105385.216520932,Earth,False,21.5,True
3802398.0,(2018 GM),0.1272198785,0.2844722965,118903.9363592573,73682994.77382736,Earth,False,21.6,True
3542519.0,(2010 PK9),0.1160259082,0.2594418179,54100.6735091004,11919011.521560133,Earth,False,21.8,True
2419624.0,419624 (2010 SO16),0.2101623793,0.4699373665,37443.5671037738,28113306.62362312,Earth,False,20.51,True
2613403.0,613403 (2006 GB),0.2272767323,0.5082062231,41865.4130912557,35171599.68140216,Earth,False,20.34,True
54005664.0,(2020 DT3),0.1529519353,0.3420109247,68565.8101366739,34247488.17561946,Earth,False,21.2,True
2341843.0,341843 (2008 EV5),0.2658,0.5943468684,34056.6286751228,35872031.37485619,Earth,False,20.0,True
2001620.0,1620 Geographos (1951 RA),2.2727673228,5.0820622309,55020.7404081799,20533453.23310909,Earth,False,15.34,True
3141522.0,(2002 UK11),0.1113153296,0.2489086439,67301.8876128164,62282894.31144302,Earth,False,21.89,True
3893736.0,(2019 WD5),0.1058168859,0.2366137501,58327.8130598188,8905435.449130477,Earth,False,22.0,True
2363505.0,363505 (2003 UC20),0.573528464,1.2824486324,45066.71114793,23591231.0480268,Earth,False,18.33,True
3648203.0,(2013 RZ73),0.1677084622,0.3750075218,77762.4136450938,8425516.715735296,Earth,False,21.0,True
3358522.0,(2006 VG13),0.1394938229,0.3119176705,39034.295089961,55546503.03317152,Earth,False,21.4,True
2612901.0,612901 (2004 XP14),0.2914439045,0.6516883822,66501.2946609824,15955841.97647928,Earth,False,19.8,True
3740497.0,(2016 AH193),0.1925550782,0.4305662442,153456.290782767,73246726.52972905,Earth,False,20.7,True
2439437.0,439437 (2013 NK4),0.4836764882,1.0815335068,51134.8773456774,63399569.37731289,Earth,False,18.7,True
3608326.0,(2012 QE50),0.4135756649,0.9247833005,41274.6712554164,12109338.369094,Earth,False,19.04,True
3125005.0,(2002 JQ9),0.3771854893,0.8434123941,45533.5524701244,65405403.04991079,Earth,False,19.24,True
2450300.0,450300 (2004 QD14),0.2111324448,0.4721064988,76380.4297463746,56154934.37030232,Earth,False,20.5,True
2419880.0,419880 (2011 AH37),0.3051792326,0.6824015094,62845.782595506,29973589.33284048,Earth,False,19.7,True
3102683.0,(2001 XX4),0.1010543415,0.2259643771,115653.3094527829,66831582.97411767,Earth,False,22.1,True
3365953.0,(2007 AC2),0.1160259082,0.2594418179,94950.0836533379,25233601.69079333,Earth,False,21.8,True
2612227.0,612227 (2001 QC34),0.2424124811,0.5420507863,14722.0851340973,16448174.326167276,Earth,False,20.2,True
2162361.0,162361 (2000 AF6),0.2492039814,0.5572370428,69998.1675596593,73535325.13061294,Earth,False,20.14,True
3007574.0,(1997 WQ23),0.1838886721,0.411187571,48773.133590413,11778643.765340196,Earth,False,20.8,True
2192563.0,192563 (1998 WZ6),0.9474471126,2.118556149,51837.7872061224,42962207.11964409,Earth,False,17.24,True
3605900.0,(2012 MJ6),0.160160338,0.358129403,56772.5146532395,38301209.66620117,Earth,False,21.1,True
54230517.0,(2021 XL6),0.1536579294,0.3435895754,58496.6964449365,28714872.734982178,Earth,False,21.19,True
2434633.0,434633 (2005 WB1),0.1756123185,0.3926810818,43255.7780253444,64083876.7391479,Earth,False,20.9,True
2306383.0,306383 (1993 VD),0.135692229,0.303417048,56545.0822329437,6168069.688211278,Earth,False,21.46,True
3160737.0,(2003 SK84),0.1529519353,0.3420109247,63856.1421779324,48523646.68891851,Earth,False,21.2,True
2413260.0,413260 (2003 TL4),0.3424167308,0.7656670868,70831.5965439584,46599237.13235016,Earth,False,19.45,True
2138175.0,138175 (2000 EE104),0.2231284644,0.4989304142,34480.9021894881,43526333.73111313,Earth,False,20.38,True
3647695.0,(2013 RC32),0.1010543415,0.2259643771,53874.2623253868,17362635.677270517,Earth,False,22.1,True
3275673.0,(2005 GY8),0.1108038821,0.2477650126,55141.4356756452,44395074.87646847,Earth,False,21.9,True
2136849.0,136849 (1998 CS1),0.7665755735,1.7141150923,115246.2497930813,69971628.74177022,Earth,False,17.7,True
3788009.0,(2017 UR4),0.2016299194,0.4508582062,40551.508393843,70691834.58087659,Earth,False,20.6,True
3714553.0,(2015 FT118),0.2016299194,0.4508582062,43661.9193377846,61469570.36560815,Earth,False,20.6,True
3311964.0,(2006 AM4),0.1160259082,0.2594418179,52305.2065989612,61035965.023435,Earth,False,21.8,True
2140158.0,140158 (2001 SX169),0.5426939457,1.2135005535,87083.3293542198,55109910.17665511,Earth,False,18.45,True
3775155.0,(2017 KN34),0.3037770614,0.6792661593,167111.4536950266,64720284.47866592,Earth,False,19.71,True
2504800.0,504800 (2010 CO1),0.1108038821,0.2477650126,42426.5724885276,70944398.37595019,Earth,False,21.9,True
3905989.0,(2019 XE1),0.3051792326,0.6824015094,83083.2941913768,47520145.433580615,Earth,False,19.7,True
2217430.0,217430 (2005 SN25),0.3051792326,0.6824015094,57116.3685320754,37958982.936643735,Earth,False,19.7,True
3781339.0,(2017 RL),0.5018281006,1.1221217459,48571.2574181428,19716408.982724555,Earth,False,18.62,True
3179352.0,(2004 GB2),0.1677084622,0.3750075218,110739.8052919951,70888103.69516344,Earth,False,21.0,True
2494999.0,494999 (2010 JU39),0.3051792326,0.6824015094,107580.1854026135,69816220.49049942,Earth,False,19.7,True
3412894.0,(2008 KE6),0.1864468183,0.41690776,69775.4185869938,31064015.61236504,Earth,False,20.77,True
2419624.0,419624 (2010 SO16),0.2101623793,0.4699373665,50422.6451502324,51754587.80822754,Earth,False,20.51,True
2007335.0,7335 (1989 JA),0.7916896669,1.7702719124,47216.0398442,4024690.662567585,Earth,False,17.63,True
54245557.0,(2022 CQ1),0.1952337862,0.4365560173,80541.4971026963,58268510.67284227,Earth,False,20.67,True
54146072.0,(2021 KD),0.1226182113,0.2741826558,59940.964157004,37997984.9862859,Earth,False,21.68,True
54097670.0,(2020 WU5),0.4859090375,1.0865256386,74391.7924965953,8622434.695823494,Earth,False,18.69,True
54180389.0,(2010 BV132),0.1401376972,0.3133574171,37225.231824996,64486536.325772,Earth,False,21.39,True
2430544.0,430544 (2002 GM2),0.5064714588,1.1325046106,77959.7595738043,23242040.37306321,Earth,False,18.6,True
2380636.0,380636 (2004 XN14),0.2996090839,0.6699462782,32446.5269416498,49107882.5303089,Earth,False,19.74,True
2363599.0,363599 (2004 FG11),0.163137941,0.3647875257,88247.6925918516,7414771.722094986,Earth,False,21.06,True
2529366.0,529366 (2009 WM1),0.2210828104,0.4943561926,47482.8406107127,57341413.14869501,Earth,False,20.4,True
2175729.0,175729 (1998 BB10),0.219055911,0.4898239078,96172.058476602,68179636.32326406,Earth,False,20.42,True
2382406.0,382406 (1996 AJ1),0.2210828104,0.4943561926,59481.6484383569,66803452.42608521,Earth,False,20.4,True
2005189.0,5189 (1990 UQ),0.7187121332,1.607089186,40093.6414614998,31026860.48306611,Earth,False,17.84,True
3542519.0,(2010 PK9),0.1160259082,0.2594418179,52133.1054583914,21634801.66808215,Earth,False,21.8,True
2277475.0,277475 (2005 WK4),0.2658,0.5943468684,26846.3411539739,32316322.689483184,Earth,False,20.0,True
3730322.0,(2015 TL178),0.1407845434,0.3148038092,91891.4068587827,33656042.53968335,Earth,False,21.38,True
3441171.0,(2008 XW2),0.1925550782,0.4305662442,60104.8721355804,44170277.70268898,Earth,False,20.7,True
3346460.0,(2006 SS134),0.1394938229,0.3119176705,54996.5818697249,63802670.75636667,Earth,False,21.4,True
2164207.0,164207 (2004 GU9),0.1508533561,0.3373183589,23207.7826309347,41618667.19807474,Earth,False,21.23,True
3778659.0,(2017 OP19),0.3195618867,0.7145621017,75676.703410994,46994270.399079084,Earth,False,19.6,True
2207945.0,207945 (1991 JW),0.3669061375,0.8204270649,45717.9874648614,44142929.77591343,Earth,False,19.3,True
2025143.0,25143 Itokawa (1998 SF36),0.4212646106,0.9419763057,51920.9094008279,41946513.08438908,Earth,False,19.0,True
3404768.0,(2008 EE5),0.3037770614,0.6792661593,87528.0269296271,48191100.66192559,Earth,False,19.71,True
54053719.0,(2020 RB),0.4212646106,0.9419763057,127871.6081083384,23366032.80235785,Earth,False,19.0,True
2488789.0,488789 (2004 XK50),0.3669061375,0.8204270649,98973.6947522719,13350938.980972623,Earth,False,19.3,True
2162082.0,162082 (1998 HL1),0.3967847541,0.8872376825,37780.3373100138,55247137.48462929,Earth,False,19.13,True
2514596.0,514596 (2003 FG),0.3094246986,0.69189466,56627.2340698151,65395775.11051504,Earth,False,19.67,True
3476134.0,(2009 VA26),0.191670368,0.428587972,100897.5326475082,58272913.23343786,Earth,False,20.71,True
3824084.0,(2018 JD2),0.4411182,0.9863702813,193386.9752184064,74667534.22986658,Earth,False,18.9,True
2612012.0,612012 (1983 LC),0.3424167308,0.7656670868,70007.6877857903,10334476.283003235,Earth,False,19.45,True
2388945.0,388945 (2008 TZ3),0.2170475943,0.4853331752,34740.2152301585,5045650.064133412,Earth,False,20.44,True
2175729.0,175729 (1998 BB10),0.219055911,0.4898239078,68548.2418798794,29997544.43976357,Earth,False,20.42,True
2378160.0,378160 (2006 WX1),0.3080030213,0.6887156928,37025.7367835333,42982731.18445895,Earth,False,19.68,True
2189040.0,189040 (2000 MU1),0.2809020939,0.6281161771,53994.8755690819,31710155.067321222,Earth,False,19.88,True
2363024.0,363024 (1998 OK1),0.3471802221,0.776318577,88304.1342585865,59306226.89086169,Earth,False,19.42,True
3350634.0,(2006 TA8),0.1756123185,0.3926810818,65546.028776075,6741847.62122316,Earth,False,20.9,True
2465617.0,465617 (2009 EK1),0.1394938229,0.3119176705,49309.7463475045,49513929.057589166,Earth,False,21.4,True
54177976.0,(2021 PT),0.1123453177,0.2512117673,69077.4197347814,69431685.14957921,Earth,False,21.87,True
3582138.0,(2011 UH20),0.1669379118,0.3732845187,62966.8655932543,68225125.6396594,Earth,False,21.01,True
2516155.0,516155 (2016 DP),0.2469192656,0.5521282628,101937.249319181,63048344.0665988,Earth,False,20.16,True
2613726.0,613726 (2007 EF),0.1434019235,0.320656449,95312.9789560649,62645311.71200223,Earth,False,21.34,True
2388945.0,388945 (2008 TZ3),0.2170475943,0.4853331752,47927.691835641,25033597.252330665,Earth,False,20.44,True
2419624.0,419624 (2010 SO16),0.2101623793,0.4699373665,33560.8033993514,19530699.982081,Earth,False,20.51,True
3776278.0,(2017 MU8),0.1332155667,0.2978790628,78149.0140079162,74121866.93341066,Earth,False,21.5,True
2465617.0,465617 (2009 EK1),0.1394938229,0.3119176705,67437.8029942956,71004912.64417769,Earth,False,21.4,True
3335424.0,(2006 LK),0.3051792326,0.6824015094,70856.6198815494,56835496.14554764,Earth,False,19.7,True
2418849.0,418849 (2008 WM64),0.2140695897,0.4786741544,62584.8388705825,5861317.99915417,Earth,False,20.47,True
2496901.0,496901 (2001 HB),0.2210828104,0.4943561926,85173.2891618094,4900392.566894444,Earth,False,20.4,True
3457438.0,(2009 HV2),0.1460679643,0.3266178974,36537.6490051802,19510232.001507595,Earth,False,21.3,True
3414251.0,(2008 LW16),0.2658,0.5943468684,53542.4486964379,28188456.81442188,Earth,False,20.0,True
54244194.0,(2022 BH7),0.1700415193,0.3802243961,74275.410679474,68939306.5591896,Earth,False,20.97,True
2205744.0,205744 (2002 BK25),0.6089126221,1.3615700154,105785.7827627758,31050613.22895046,Earth,False,18.2,True
3005973.0,(1995 CR),0.1160259082,0.2594418179,163002.6775783674,66439935.496141285,Earth,False,21.8,True
3778075.0,(2017 OL1),0.1214940408,0.2716689341,43732.7324288111,5699322.370235577,Earth,False,21.7,True
3582143.0,(2011 UT20),0.219055911,0.4898239078,84129.1827150298,51177794.35615113,Earth,False,20.42,True
3774603.0,(2017 JT2),0.4330668855,0.9683669947,83310.3054788947,65483289.849505246,Earth,False,18.94,True
3825481.0,(2018 MY6),0.1529519353,0.3420109247,109877.3302221691,62946503.38678377,Earth,False,21.2,True
2264357.0,264357 (2000 AZ93),0.1623883902,0.3631114793,44214.8695741123,23975420.78794773,Earth,False,21.07,True
3771452.0,(2017 ER13),0.1272198785,0.2844722965,71447.7120854245,65856545.1071132,Earth,False,21.6,True
3672960.0,(2014 KP84),0.185590173,0.4149922428,48885.7882249757,36211350.325735055,Earth,False,20.78,True
2143404.0,143404 (2003 BD44),1.0828167784,2.4212519237,51328.73106441,8338745.313601326,Earth,False,16.95,True
3170204.0,(2003 YS17),0.1272198785,0.2844722965,55834.9492989532,33278673.59496678,Earth,False,21.6,True
3441171.0,(2008 XW2),0.1925550782,0.4305662442,98665.8136441416,53857191.49595745,Earth,False,20.7,True
2401954.0,401954 (2002 RW25),0.4619074603,1.0328564805,55741.7976814159,43498757.50302817,Earth,False,18.8,True
3558387.0,(2011 EG17),0.2016299194,0.4508582062,85084.3607523977,63853182.41733302,Earth,False,20.6,True
2234145.0,234145 (2000 EW70),0.1401376972,0.3133574171,39456.3241321776,51741192.82990752,Earth,False,21.39,True
3631824.0,(2013 ED28),0.1332155667,0.2978790628,95290.8596331242,27912583.098118927,Earth,False,21.5,True
54048828.0,(2020 NK1),0.4290965044,0.9594889528,110914.0801633382,8228417.06399377,Earth,False,18.96,True
3157028.0,(2003 MK4),0.1756123185,0.3926810818,51668.8112351102,25021683.86139556,Earth,False,20.9,True
3278078.0,(2005 JU81),0.1160259082,0.2594418179,82632.1307605106,69991502.66920185,Earth,False,21.8,True
2163683.0,163683 (2002 YP2),0.4212646106,0.9419763057,104505.5272452408,30136849.781830344,Earth,False,19.0,True
3739393.0,(2016 AC65),0.1160259082,0.2594418179,47751.0080409493,57751744.72744399,Earth,False,21.8,True
2415713.0,415713 (1998 XX2),0.2783267681,0.6223575734,37183.927706667,11538638.367378006,Earth,False,19.9,True
2003361.0,3361 Orpheus (1982 HR),0.3520099801,0.7871182442,27983.0170119873,67067829.63583738,Earth,False,19.39,True
3752454.0,(2016 HV3),0.2526707542,0.5649889822,52385.1800858449,51116285.651042566,Earth,False,20.11,True
3015695.0,(1998 WB2),0.1160259082,0.2594418179,55857.8655088963,11066822.482933078,Earth,False,21.8,True
2002102.0,2102 Tantalus (1975 YA),1.6770846216,3.750075218,117951.4076265396,20567325.302512795,Earth,False,16.0,True
2549948.0,549948 (2011 WL2),0.1925550782,0.4305662442,30924.3777114336,45930684.71507355,Earth,False,20.7,True
2162162.0,162162 (1999 DB7),0.3051792326,0.6824015094,24156.9008048815,46109530.92839064,Earth,False,19.7,True
2138175.0,138175 (2000 EE104),0.2231284644,0.4989304142,28725.1908788945,47133542.50049914,Earth,False,20.38,True
2446791.0,446791 (1998 SJ70),0.5815070396,1.30028927,66791.2061479154,14721869.419831105,Earth,False,18.3,True
3427985.0,(2008 SH82),0.1394938229,0.3119176705,35327.0425625894,10757330.684490116,Earth,False,21.4,True
2382825.0,382825 (2003 XB22),0.3669061375,0.8204270649,58866.9148566594,36773817.148836456,Earth,False,19.3,True
2152637.0,152637 (1997 NC1),0.6707411893,1.4998228946,48378.6022719082,52590053.55528367,Earth,False,17.99,True
2141851.0,141851 (2002 PM6),0.7595475664,1.6983999907,124460.0334498348,52913227.55995704,Earth,False,17.72,True
3711785.0,(2015 DP155),0.1272198785,0.2844722965,11765.100163982,49219901.55000299,Earth,False,21.6,True
2480820.0,480820 (1998 VF32),0.1805323255,0.4036825521,65968.6937465758,13504238.306190671,Earth,False,20.84,True
2422686.0,422686 (2000 AC6),0.1338304618,0.2992540101,37026.7567128623,52183487.04076708,Earth,False,21.49,True
3831888.0,(2018 UA1),0.3051792326,0.6824015094,54638.6022470282,9484184.010729702,Earth,False,19.7,True
2415713.0,415713 (1998 XX2),0.2783267681,0.6223575734,51477.1853442059,29356283.61070468,Earth,False,19.9,True
3127412.0,(2002 MX),0.1214940408,0.2716689341,92063.2098096702,6205404.125517189,Earth,False,21.7,True
2154590.0,154590 (2003 MA3),0.1214940408,0.2716689341,47712.4815183221,49466543.498432845,Earth,False,21.7,True
3177223.0,(2004 FJ11),0.1654074158,0.3698622257,29536.1449249666,5062912.296990795,Earth,False,21.03,True
2511684.0,511684 (2015 BN509),0.1830437804,0.4092983358,63789.2027413873,4934254.927396377,Earth,False,20.81,True
2162120.0,162120 (1998 SH36),0.2111324448,0.4721064988,79874.4528801857,22944016.35837999,Earth,False,20.5,True
2164207.0,164207 (2004 GU9),0.1508533561,0.3373183589,24702.5105197607,36810539.32693982,Earth,False,21.23,True
2454094.0,454094 (2013 BZ45),0.1108038821,0.2477650126,70911.7161454498,69346945.2416405,Earth,False,21.9,True
2252399.0,252399 (2001 TX44),0.3455850738,0.7727517171,46958.8448449336,37434373.36548433,Earth,False,19.43,True
2467336.0,467336 (2002 LT38),0.2111324448,0.4721064988,23633.0474102017,14327134.286697283,Earth,False,20.5,True
2152637.0,152637 (1997 NC1),0.6707411893,1.4998228946,48591.8786007025,44116293.78540121,Earth,False,17.99,True
2399774.0,399774 (2005 NB7),0.5158874663,1.1535594433,62999.8385819789,52851650.00990871,Earth,False,18.56,True
2163683.0,163683 (2002 YP2),0.4212646106,0.9419763057,93324.6517147229,20497208.40684912,Earth,False,19.0,True
2482250.0,482250 (2011 LL2),0.2783267681,0.6223575734,48066.0114853123,15399036.086376555,Earth,False,19.9,True
3309828.0,(2005 YQ96),0.1997813652,0.4467247133,86281.198262347,67634515.01415427,Earth,False,20.62,True
2523950.0,523950 (1998 SZ27),0.2424124811,0.5420507863,50436.9144097938,54488889.13157872,Earth,False,20.2,True
2333578.0,333578 (2006 KM103),0.2503542548,0.5598091321,60510.3333277979,51314630.00194186,Earth,False,20.13,True
2480883.0,480883 (2001 YE4),0.1748054532,0.3908768761,100965.8663486363,66850685.29069562,Earth,False,20.91,True
3775709.0,(2017 MA1),0.1214940408,0.2716689341,110497.756352526,13048903.260048756,Earth,False,21.7,True
2418416.0,418416 (2008 LV16),0.2325706875,0.5200438667,84970.6695600674,42358434.27514488,Earth,False,20.29,True
3277570.0,(2005 JU1),0.1272198785,0.2844722965,61403.8019456135,7171830.660411277,Earth,False,21.6,True
2417419.0,417419 (2006 KL21),0.1772372393,0.3963145151,23660.5427707949,45022392.69037039,Earth,False,20.88,True
2358471.0,358471 (2007 NS4),0.4023045798,0.8995803882,89927.6127548177,50040022.32546345,Earth,False,19.1,True
2065690.0,65690 (1991 DG),0.407901194,0.912094798,24354.1596169245,73101986.23720604,Earth,False,19.07,True
2172678.0,172678 (2003 YM137),0.4836764882,1.0815335068,47176.8998734681,14383238.15540083,Earth,False,18.7,True
3455137.0,(2009 FU23),0.2573682542,0.5754929116,27868.9158380564,35436418.952860184,Earth,False,20.07,True
3329278.0,(2006 GB),0.2272767323,0.5082062231,20577.1073263146,36238527.71093882,Earth,False,20.34,True
3631824.0,(2013 ED28),0.1332155667,0.2978790628,47267.2583693777,39034179.9286055,Earth,False,21.5,True
3837522.0,(2018 YJ2),0.1160259082,0.2594418179,83330.294499509,53812607.26163538,Earth,False,21.8,True
3986682.0,(2020 AN3),0.2111324448,0.4721064988,61965.0512151721,3045774.919576973,Earth,False,20.5,True
2390725.0,390725 (2003 HB),0.3065878759,0.6855513317,35571.0280960223,49462949.39464631,Earth,False,19.69,True
2068216.0,68216 (2001 CV26),1.2605351968,2.8186423881,59211.2059366957,31728115.099443223,Earth,False,16.62,True
3626394.0,(2013 BO76),0.2130860292,0.4764748465,43186.9210331846,7888893.193952567,Earth,False,20.48,True
3794979.0,(2017 YR1),0.2682594171,0.5998462923,63128.0836248617,16992409.641891982,Earth,False,19.98,True
2438908.0,438908 (2009 XO),0.1970402621,0.4405954204,36414.6127797002,21175022.787292317,Earth,False,20.65,True
3781023.0,(2017 QW17),0.1272198785,0.2844722965,121828.8328845728,64595285.4651432,Earth,False,21.6,True
2138127.0,138127 (2000 EE14),1.0012786977,2.2389272325,87513.9737460127,68703734.07523084,Earth,False,17.12,True
2506732.0,506732 (2006 VW2),0.1494703242,0.3342258056,26235.5315072756,25989692.543362763,Earth,False,21.25,True
2551685.0,551685 (2013 HT15),0.1209358264,0.2704207287,94188.8381113944,63806701.32689872,Earth,False,21.71,True
2424482.0,424482 (2008 DG5),0.3080030213,0.6887156928,47445.209426763,39024630.30369469,Earth,False,19.68,True
2387668.0,387668 (2002 SZ),0.2210828104,0.4943561926,95043.1873860828,53767145.65076556,Earth,False,20.4,True
3591722.0,(2011 YJ28),0.1460679643,0.3266178974,54553.3521729908,63509869.53244046,Earth,False,21.3,True
2348400.0,348400 (2005 JF21),0.930154254,2.0798881414,50428.7059669394,43549473.14069027,Earth,False,17.28,True
2434188.0,434188 (2003 AD23),0.3931470096,0.8791034386,116326.067925177,50727526.23474547,Earth,False,19.15,True
2215588.0,215588 (2003 HF2),0.3536347843,0.7907514169,48398.2324989984,58743441.45421677,Earth,False,19.38,True
